transaction_id,date,customer_id,product_id,quantity,unit_price,discount,revenue,channel
T0001033,2026-02-07,C0051,P004,1,79.99,0.0,79.99,Store
T0001034,2026-02-07,C0056,P003,4,18.99,0.1,68.36,Web
T0001035,2026-02-07,C0081,P001,1,12.99,0.0,12.99,Web
T0001036,2026-02-07,C0114,P001,3,12.99,0.0,38.97,Store
T0001037,2026-02-07,C0053,P005,1,34.99,0.0,34.99,Store
T0001038,2026-02-07,C0057,P007,1,29.99,0.15,25.49,Store
T0001039,2026-02-07,C0112,P001,4,12.99,0.0,51.96,Web
T0001040,2026-02-07,C0033,P008,2,14.99,0.05,28.48,Mobile
T0001041,2026-02-07,C0002,P001,3,12.99,0.0,38.97,Store
T0001042,2026-02-07,C0068,P001,3,12.99,0.05,37.02,Store
T0001043,2026-02-07,C0037,P007,2,29.99,0.0,59.98,Store
T0001044,2026-02-07,C0010,P005,1,34.99,0.0,34.99,Store
T0001045,2026-02-07,C0046,P007,1,29.99,0.1,26.99,Store
T0001046,2026-02-07,C0066,P007,1,29.99,0.05,28.49,Store
T0001047,2026-02-07,C0051,P008,1,14.99,0.15,12.74,Store
T0001048,2026-02-07,C0037,P007,2,29.99,0.1,53.98,Store
T0001049,2026-02-07,C0030,P004,1,79.99,0.1,71.99,Web
T0001050,2026-02-07,C0063,P005,2,34.99,0.0,69.98,Mobile
T0001051,2026-02-07,C0078,P006,2,24.99,0.05,47.48,Web
T0001052,2026-02-08,C0086,P002,1,6.49,0.05,6.17,Store
T0001053,2026-02-08,C0002,P002,1,6.49,0.1,5.84,Store
T0001054,2026-02-08,C0090,P002,4,6.49,0.0,25.96,Mobile
T0001055,2026-02-08,C0066,P002,2,6.49,0.0,12.98,Mobile
T0001056,2026-02-08,C0113,P001,3,12.99,0.1,35.07,Store
T0001057,2026-02-08,C0030,P007,3,29.99,0.0,89.97,Mobile
T0001058,2026-02-08,C0078,P001,4,12.99,0.0,51.96,Store
T0001059,2026-02-08,C0004,P004,3,79.99,0.0,239.97,Mobile
T0001060,2026-02-08,C0106,P007,1,29.99,0.0,29.99,Store
T0001061,2026-02-08,C0060,P001,1,12.99,0.05,12.34,Mobile
T0001062,2026-02-08,C0008,P005,2,34.99,0.0,69.98,Web
T0001063,2026-02-08,C0052,P002,1,6.49,0.0,6.49,Web
T0001064,2026-02-08,C0005,P005,5,34.99,0.0,174.95,Store
T0001065,2026-02-08,C0009,P007,2,29.99,0.0,59.98,Web
T0001066,2026-02-08,C0009,P003,4,18.99,0.15,64.57,Store
T0001067,2026-02-08,C0110,P002,3,6.49,0.0,19.47,Store
T0001068,2026-02-08,C0116,P006,1,24.99,0.0,24.99,Web
T0001069,2026-02-08,C0093,P008,1,14.99,0.0,14.99,Web
T0001070,2026-02-08,C0072,P008,1,14.99,0.05,14.24,Mobile
T0001071,2026-02-08,C0035,P003,1,18.99,0.0,18.99,Mobile
T0001072,2026-02-08,C0116,P006,3,24.99,0.1,67.47,Store
T0001073,2026-02-08,C0005,P005,4,34.99,0.0,139.96,Web
T0001074,2026-02-08,C0025,P004,2,79.99,0.0,159.98,Store
T0001075,2026-02-09,C0012,P004,4,79.99,0.05,303.96,Web
T0001076,2026-02-09,C0018,P005,2,34.99,0.0,69.98,Store
T0001077,2026-02-09,C0059,P005,2,34.99,0.1,62.98,Web
T0001078,2026-02-09,C0092,P003,3,18.99,0.0,56.97,Store
T0001079,2026-02-09,C0013,P006,1,24.99,0.05,23.74,Store
T0001080,2026-02-09,C0015,P006,4,24.99,0.0,99.96,Web
T0001081,2026-02-09,C0089,P001,4,12.99,0.0,51.96,Mobile
T0001082,2026-02-09,C0033,P005,1,34.99,0.05,33.24,Mobile
T0001083,2026-02-09,C0107,P003,4,18.99,0.0,75.96,Store
T0001084,2026-02-09,C0010,P005,3,34.99,0.05,99.72,Store
T0001085,2026-02-09,C0040,P004,1,79.99,0.0,79.99,Store
T0001086,2026-02-09,C0027,P002,2,6.49,0.0,12.98,Web
T0001087,2026-02-09,C0037,P007,1,29.99,0.05,28.49,Web
T0001088,2026-02-09,C0064,P003,2,18.99,0.0,37.98,Web
T0001089,2026-02-09,C0114,P006,2,24.99,0.0,49.98,Web
T0001090,2026-02-09,C0058,P005,4,34.99,0.0,139.96,Web
T0001091,2026-02-09,C0034,P005,1,34.99,0.0,34.99,Store
T0001092,2026-02-09,C0013,P008,1,14.99,0.0,14.99,Mobile
T0001093,2026-02-09,C0050,P004,2,79.99,0.0,159.98,Web
T0001094,2026-02-09,C0033,P002,4,6.49,0.05,24.66,Web
T0001095,2026-02-09,C0009,P005,3,34.99,0.0,104.97,Web
T0001096,2026-02-09,C0020,P008,2,14.99,0.0,29.98,Store
T0001097,2026-02-09,C0062,P006,2,24.99,0.05,47.48,Web
T0001098,2026-02-09,C0033,P003,4,18.99,0.0,75.96,Web
T0001099,2026-02-09,C0113,P008,2,14.99,0.05,28.48,Web
T0001100,2026-02-09,C0111,P002,4,6.49,0.05,24.66,Web
T0001101,2026-02-10,C0117,P004,2,79.99,0.0,159.98,Web
T0001102,2026-02-10,C0053,P001,1,12.99,0.0,12.99,Web
T0001103,2026-02-10,C0103,P004,3,79.99,0.0,239.97,Mobile
T0001104,2026-02-10,C0036,P004,1,79.99,0.1,71.99,Store
T0001105,2026-02-10,C0091,P004,5,79.99,0.05,379.95,Web
T0001106,2026-02-10,C0097,P006,1,24.99,0.0,24.99,Store
T0001107,2026-02-10,C0009,P003,5,18.99,0.1,85.45,Web
T0001108,2026-02-10,C0048,P002,4,6.49,0.1,23.36,Store
T0001109,2026-02-10,C0031,P003,1,18.99,0.15,16.14,Store
T0001110,2026-02-10,C0048,P001,2,12.99,0.0,25.98,Store
T0001111,2026-02-10,C0005,P004,4,79.99,0.0,319.96,Web
T0001112,2026-02-10,C0010,P007,2,29.99,0.0,59.98,Store
T0001113,2026-02-10,C0055,P006,1,24.99,0.0,24.99,Web
T0001114,2026-02-10,C0032,P006,2,24.99,0.0,49.98,Store
T0001115,2026-02-10,C0012,P002,2,6.49,0.0,12.98,Store
T0001116,2026-02-10,C0118,P004,1,79.99,0.0,79.99,Store
T0001117,2026-02-10,C0009,P008,1,14.99,0.0,14.99,Store
T0001118,2026-02-10,C0053,P001,1,12.99,0.0,12.99,Store
T0001119,2026-02-10,C0047,P001,5,12.99,0.0,64.95,Store
T0001120,2026-02-10,C0048,P008,2,14.99,0.15,25.48,Store
T0001121,2026-02-10,C0035,P006,3,24.99,0.05,71.22,Web
T0001122,2026-02-10,C0021,P002,1,6.49,0.0,6.49,Store
T0001123,2026-02-10,C0086,P006,3,24.99,0.0,74.97,Store
T0001124,2026-02-10,C0010,P003,1,18.99,0.0,18.99,Store
T0001125,2026-02-11,C0096,P001,1,12.99,0.05,12.34,Web
T0001126,2026-02-11,C0019,P004,2,79.99,0.05,151.98,Web
T0001127,2026-02-11,C0094,P001,3,12.99,0.05,37.02,Store
T0001128,2026-02-11,C0078,P005,4,34.99,0.0,139.96,Mobile
T0001129,2026-02-11,C0053,P001,2,12.99,0.0,25.98,Store
T0001130,2026-02-11,C0056,P007,1,29.99,0.05,28.49,Store
T0001131,2026-02-11,C0073,P001,2,12.99,0.1,23.38,Web
T0001132,2026-02-11,C0018,P005,6,34.99,0.1,188.95,Web
T0001133,2026-02-11,C0046,P008,2,14.99,0.0,29.98,Store
T0001134,2026-02-11,C0021,P008,4,14.99,0.0,59.96,Store
T0001135,2026-02-11,C0022,P003,3,18.99,0.0,56.97,Store
T0001136,2026-02-11,C0106,P007,2,29.99,0.0,59.98,Web
T0001137,2026-02-11,C0045,P005,1,34.99,0.0,34.99,Store
T0001138,2026-02-11,C0077,P008,1,14.99,0.0,14.99,Store
T0001139,2026-02-11,C0084,P004,3,79.99,0.1,215.97,Web
T0001140,2026-02-11,C0095,P001,1,12.99,0.0,12.99,Mobile
T0001141,2026-02-11,C0106,P004,2,79.99,0.0,159.98,Web
T0001142,2026-02-11,C0070,P001,4,12.99,0.05,49.36,Web
T0001143,2026-02-11,C0112,P005,1,34.99,0.0,34.99,Web
T0001144,2026-02-11,C0096,P002,1,6.49,0.0,6.49,Store
T0001145,2026-02-11,C0103,P002,2,6.49,0.0,12.98,Store
T0001146,2026-02-11,C0093,P005,3,34.99,0.1,94.47,Web
T0001147,2026-02-11,C0013,P006,5,24.99,0.05,118.7,Web
T0001148,2026-02-11,C0074,P008,4,14.99,0.0,59.96,Mobile
T0001149,2026-02-11,C0108,P003,1,18.99,0.1,17.09,Mobile
T0001150,2026-02-12,C0091,P003,1,18.99,0.0,18.99,Web
T0001151,2026-02-12,C0044,P002,3,6.49,0.0,19.47,Web
T0001152,2026-02-12,C0028,P007,3,29.99,0.05,85.47,Store
T0001153,2026-02-12,C0087,P002,1,6.49,0.1,5.84,Mobile
T0001154,2026-02-12,C0042,P007,1,29.99,0.0,29.99,Store
T0001155,2026-02-12,C0023,P005,2,34.99,0.05,66.48,Mobile
T0001156,2026-02-12,C0077,P001,1,12.99,0.1,11.69,Web
T0001157,2026-02-12,C0026,P002,4,6.49,0.0,25.96,Web
T0001158,2026-02-12,C0093,P004,2,79.99,0.0,159.98,Web
T0001159,2026-02-12,C0039,P001,3,12.99,0.0,38.97,Store
T0001160,2026-02-12,C0088,P008,3,14.99,0.15,38.22,Store
T0001161,2026-02-12,C0017,P004,1,79.99,0.1,71.99,Store
T0001162,2026-02-12,C0035,P003,3,18.99,0.0,56.97,Mobile
T0001163,2026-02-12,C0016,P004,2,79.99,0.0,159.98,Web
T0001164,2026-02-12,C0003,P008,1,14.99,0.0,14.99,Store
T0001165,2026-02-12,C0075,P008,3,14.99,0.05,42.72,Store
T0001166,2026-02-12,C0003,P002,5,6.49,0.0,32.45,Store
T0001167,2026-02-12,C0101,P005,4,34.99,0.1,125.96,Web
T0001168,2026-02-12,C0080,P006,1,24.99,0.15,21.24,Store
T0001169,2026-02-12,C0049,P008,1,14.99,0.15,12.74,Store
T0001170,2026-02-12,C0064,P001,2,12.99,0.0,25.98,Store
T0001171,2026-02-12,C0110,P002,1,6.49,0.0,6.49,Web
T0001172,2026-02-12,C0107,P001,2,12.99,0.15,22.08,Web
T0001173,2026-02-12,C0113,P004,1,79.99,0.0,79.99,Web
T0001174,2026-02-12,C0098,P005,3,34.99,0.05,99.72,Web
T0001175,2026-02-13,C0075,P001,3,12.99,0.0,38.97,Store
T0001176,2026-02-13,C0064,P005,2,34.99,0.0,69.98,Mobile
T0001177,2026-02-13,C0065,P006,5,24.99,0.0,124.95,Store
T0001178,2026-02-13,C0120,P006,1,24.99,0.1,22.49,Mobile
T0001179,2026-02-13,C0089,P006,1,24.99,0.0,24.99,Web
T0001180,2026-02-13,C0091,P004,2,79.99,0.0,159.98,Store
T0001181,2026-02-13,C0033,P006,5,24.99,0.05,118.7,Store
T0001182,2026-02-13,C0021,P005,1,34.99,0.1,31.49,Mobile
T0001183,2026-02-13,C0043,P008,1,14.99,0.05,14.24,Web
T0001184,2026-02-13,C0041,P006,2,24.99,0.0,49.98,Web
T0001185,2026-02-13,C0005,P001,1,12.99,0.1,11.69,Web
T0001186,2026-02-13,C0032,P002,2,6.49,0.05,12.33,Store
T0001187,2026-02-13,C0102,P008,1,14.99,0.15,12.74,Mobile
T0001188,2026-02-13,C0033,P003,1,18.99,0.1,17.09,Web
T0001189,2026-02-13,C0112,P002,2,6.49,0.0,12.98,Web
T0001190,2026-02-13,C0069,P004,5,79.99,0.0,399.95,Web
T0001191,2026-02-13,C0085,P008,1,14.99,0.05,14.24,Web
T0001192,2026-02-13,C0094,P005,3,34.99,0.0,104.97,Store
T0001193,2026-02-13,C0005,P008,1,14.99,0.0,14.99,Web
T0001194,2026-02-13,C0083,P006,1,24.99,0.0,24.99,Store
T0001195,2026-02-13,C0026,P002,1,6.49,0.0,6.49,Mobile
T0001196,2026-02-14,C0013,P003,2,18.99,0.05,36.08,Mobile
T0001197,2026-02-14,C0058,P008,2,14.99,0.0,29.98,Store
T0001198,2026-02-14,C0038,P006,2,24.99,0.05,47.48,Mobile
T0001199,2026-02-14,C0003,P008,4,14.99,0.0,59.96,Store
T0001200,2026-02-14,C0011,P003,1,18.99,0.05,18.04,Mobile
T0001201,2026-02-14,C0049,P008,2,14.99,0.0,29.98,Store
T0001202,2026-02-14,C0112,P007,1,29.99,0.0,29.99,Store
T0001203,2026-02-14,C0017,P002,2,6.49,0.0,12.98,Store
T0001204,2026-02-14,C0004,P008,3,14.99,0.1,40.47,Mobile
T0001205,2026-02-14,C0003,P001,3,12.99,0.0,38.97,Web
T0001206,2026-02-14,C0005,P005,6,34.99,0.0,209.94,Mobile
T0001207,2026-02-14,C0052,P004,3,79.99,0.1,215.97,Store
T0001208,2026-02-14,C0062,P003,4,18.99,0.0,75.96,Store
T0001209,2026-02-14,C0042,P003,2,18.99,0.1,34.18,Web
T0001210,2026-02-14,C0069,P007,2,29.99,0.0,59.98,Store
T0001211,2026-02-14,C0095,P005,2,34.99,0.1,62.98,Store
T0001212,2026-02-14,C0073,P005,2,34.99,0.0,69.98,Store
T0001213,2026-02-14,C0117,P001,2,12.99,0.0,25.98,Store
T0001214,2026-02-14,C0025,P008,2,14.99,0.0,29.98,Store
T0001215,2026-02-14,C0021,P003,2,18.99,0.0,37.98,Web
T0001216,2026-02-14,C0057,P001,3,12.99,0.1,35.07,Store
T0001217,2026-02-14,C0042,P001,2,12.99,0.1,23.38,Mobile
T0001218,2026-02-14,C0046,P002,3,6.49,0.1,17.52,Store
T0001219,2026-02-14,C0041,P006,2,24.99,0.0,49.98,Store
T0001220,2026-02-14,C0115,P008,2,14.99,0.1,26.98,Store
T0001221,2026-02-14,C0029,P001,1,12.99,0.0,12.99,Web
T0001222,2026-02-14,C0004,P002,1,6.49,0.0,6.49,Store
T0001223,2026-02-14,C0041,P008,3,14.99,0.0,44.97,Store
T0001224,2026-02-14,C0004,P005,3,34.99,0.1,94.47,Store
T0001225,2026-02-15,C0115,P006,1,24.99,0.0,24.99,Web
T0001226,2026-02-15,C0044,P003,2,18.99,0.0,37.98,Mobile
T0001227,2026-02-15,C0064,P001,2,12.99,0.0,25.98,Web
T0001228,2026-02-15,C0094,P006,5,24.99,0.0,124.95,Web
T0001229,2026-02-15,C0054,P005,3,34.99,0.1,94.47,Store
T0001230,2026-02-15,C0064,P008,2,14.99,0.15,25.48,Store
T0001231,2026-02-15,C0082,P007,1,29.99,0.05,28.49,Store
T0001232,2026-02-15,C0032,P006,1,24.99,0.0,24.99,Store
T0001233,2026-02-15,C0082,P005,2,34.99,0.1,62.98,Store
T0001234,2026-02-15,C0064,P004,2,79.99,0.0,159.98,Store
T0001235,2026-02-15,C0103,P004,3,79.99,0.05,227.97,Web
T0001236,2026-02-15,C0103,P004,3,79.99,0.1,215.97,Store
T0001237,2026-02-15,C0012,P001,2,12.99,0.0,25.98,Store
T0001238,2026-02-15,C0090,P007,3,29.99,0.0,89.97,Web
T0001239,2026-02-15,C0083,P005,2,34.99,0.0,69.98,Web
T0001240,2026-02-15,C0044,P006,3,24.99,0.0,74.97,Mobile
T0001241,2026-02-15,C0074,P004,1,79.99,0.1,71.99,Store
T0001242,2026-02-15,C0020,P006,1,24.99,0.05,23.74,Web
T0001243,2026-02-15,C0053,P005,3,34.99,0.1,94.47,Store
T0001244,2026-02-15,C0086,P007,1,29.99,0.0,29.99,Web
T0001245,2026-02-15,C0111,P005,2,34.99,0.1,62.98,Web
T0001246,2026-02-15,C0110,P001,2,12.99,0.0,25.98,Mobile
T0001247,2026-02-15,C0006,P006,1,24.99,0.0,24.99,Store
T0001248,2026-02-16,C0038,P006,1,24.99,0.05,23.74,Store
T0001249,2026-02-16,C0119,P007,1,29.99,0.0,29.99,Store
T0001250,2026-02-16,C0005,P002,4,6.49,0.0,25.96,Web
T0001251,2026-02-16,C0011,P002,1,6.49,0.0,6.49,Web
T0001252,2026-02-16,C0057,P004,2,79.99,0.0,159.98,Store
T0001253,2026-02-16,C0095,P001,1,12.99,0.15,11.04,Store
T0001254,2026-02-16,C0043,P003,4,18.99,0.0,75.96,Mobile
T0001255,2026-02-16,C0003,P003,2,18.99,0.0,37.98,Mobile
T0001256,2026-02-16,C0111,P004,2,79.99,0.1,143.98,Store
T0001257,2026-02-16,C0069,P004,4,79.99,0.0,319.96,Store
T0001258,2026-02-16,C0027,P001,2,12.99,0.0,25.98,Store
T0001259,2026-02-16,C0031,P004,1,79.99,0.0,79.99,Store
T0001260,2026-02-16,C0011,P004,1,79.99,0.05,75.99,Web
T0001261,2026-02-16,C0061,P005,2,34.99,0.0,69.98,Mobile
T0001262,2026-02-16,C0117,P001,2,12.99,0.1,23.38,Web
T0001263,2026-02-16,C0046,P002,1,6.49,0.15,5.52,Store
T0001264,2026-02-16,C0035,P006,2,24.99,0.1,44.98,Web
T0001265,2026-02-16,C0070,P002,1,6.49,0.0,6.49,Web
T0001266,2026-02-16,C0026,P001,1,12.99,0.05,12.34,Mobile
T0001267,2026-02-16,C0098,P004,5,79.99,0.15,339.96,Web
T0001268,2026-02-16,C0091,P004,6,79.99,0.1,431.95,Store
T0001269,2026-02-16,C0015,P008,1,14.99,0.0,14.99,Store
T0001270,2026-02-16,C0080,P008,3,14.99,0.05,42.72,Web
T0001271,2026-02-16,C0050,P004,6,79.99,0.0,479.94,Store
T0001272,2026-02-16,C0062,P007,3,29.99,0.0,89.97,Mobile
T0001273,2026-02-16,C0013,P003,1,18.99,0.0,18.99,Web
T0001274,2026-02-16,C0040,P002,2,6.49,0.0,12.98,Store
T0001275,2026-02-16,C0055,P008,3,14.99,0.1,40.47,Store
T0001276,2026-02-17,C0107,P004,4,79.99,0.05,303.96,Store
T0001277,2026-02-17,C0047,P006,5,24.99,0.05,118.7,Mobile
T0001278,2026-02-17,C0012,P003,1,18.99,0.05,18.04,Mobile
T0001279,2026-02-17,C0045,P004,1,79.99,0.0,79.99,Store
T0001280,2026-02-17,C0032,P004,2,79.99,0.0,159.98,Mobile
T0001281,2026-02-17,C0012,P006,1,24.99,0.0,24.99,Mobile
T0001282,2026-02-17,C0077,P007,1,29.99,0.0,29.99,Web
T0001283,2026-02-17,C0093,P007,2,29.99,0.0,59.98,Store
T0001284,2026-02-17,C0018,P001,1,12.99,0.0,12.99,Mobile
T0001285,2026-02-17,C0053,P004,1,79.99,0.0,79.99,Store
T0001286,2026-02-17,C0028,P007,1,29.99,0.05,28.49,Web
T0001287,2026-02-17,C0028,P005,1,34.99,0.0,34.99,Mobile
T0001288,2026-02-17,C0024,P008,2,14.99,0.15,25.48,Web
T0001289,2026-02-17,C0112,P003,3,18.99,0.05,54.12,Store
T0001290,2026-02-17,C0114,P002,2,6.49,0.0,12.98,Store
T0001291,2026-02-17,C0094,P005,4,34.99,0.1,125.96,Store
T0001292,2026-02-17,C0008,P001,1,12.99,0.05,12.34,Store
T0001293,2026-02-17,C0020,P006,1,24.99,0.0,24.99,Web
T0001294,2026-02-17,C0077,P006,1,24.99,0.1,22.49,Store
T0001295,2026-02-17,C0072,P004,6,79.99,0.0,479.94,Store
T0001296,2026-02-17,C0082,P001,1,12.99,0.0,12.99,Store
T0001297,2026-02-17,C0049,P008,3,14.99,0.15,38.22,Web
T0001298,2026-02-17,C0029,P002,1,6.49,0.1,5.84,Web
T0001299,2026-02-18,C0034,P004,2,79.99,0.0,159.98,Store
T0001300,2026-02-18,C0014,P002,2,6.49,0.1,11.68,Web
T0001301,2026-02-18,C0118,P007,1,29.99,0.1,26.99,Mobile
T0001302,2026-02-18,C0018,P005,1,34.99,0.0,34.99,Store
T0001303,2026-02-18,C0040,P006,3,24.99,0.0,74.97,Store
T0001304,2026-02-18,C0081,P002,5,6.49,0.0,32.45,Store
T0001305,2026-02-18,C0088,P005,3,34.99,0.05,99.72,Store
T0001306,2026-02-18,C0013,P005,1,34.99,0.05,33.24,Store
T0001307,2026-02-18,C0003,P006,2,24.99,0.1,44.98,Web
T0001308,2026-02-18,C0110,P004,1,79.99,0.1,71.99,Web
T0001309,2026-02-18,C0069,P008,1,14.99,0.15,12.74,Mobile
T0001310,2026-02-18,C0035,P006,2,24.99,0.0,49.98,Store
T0001311,2026-02-18,C0005,P005,1,34.99,0.05,33.24,Mobile
T0001312,2026-02-18,C0009,P001,2,12.99,0.05,24.68,Web
T0001313,2026-02-18,C0061,P008,1,14.99,0.1,13.49,Mobile
T0001314,2026-02-18,C0112,P006,3,24.99,0.0,74.97,Store
T0001315,2026-02-18,C0047,P004,3,79.99,0.0,239.97,Web
T0001316,2026-02-18,C0093,P007,2,29.99,0.0,59.98,Web
T0001317,2026-02-18,C0070,P007,1,29.99,0.1,26.99,Store
T0001318,2026-02-18,C0089,P004,3,79.99,0.05,227.97,Store
T0001319,2026-02-18,C0104,P007,1,29.99,0.0,29.99,Web
T0001320,2026-02-18,C0018,P004,1,79.99,0.05,75.99,Store
T0001321,2026-02-18,C0055,P003,4,18.99,0.0,75.96,Store
T0001322,2026-02-18,C0119,P003,3,18.99,0.0,56.97,Store
T0001323,2026-02-18,C0004,P004,1,79.99,0.1,71.99,Mobile
T0001324,2026-02-18,C0091,P002,4,6.49,0.05,24.66,Store
T0001325,2026-02-19,C0035,P001,1,12.99,0.0,12.99,Web
T0001326,2026-02-19,C0058,P001,2,12.99,0.1,23.38,Web
T0001327,2026-02-19,C0037,P005,1,34.99,0.0,34.99,Mobile
T0001328,2026-02-19,C0050,P002,2,6.49,0.05,12.33,Web
T0001329,2026-02-19,C0100,P001,2,12.99,0.1,23.38,Store
T0001330,2026-02-19,C0052,P002,2,6.49,0.05,12.33,Store
T0001331,2026-02-19,C0038,P008,2,14.99,0.0,29.98,Web
T0001332,2026-02-19,C0066,P001,3,12.99,0.0,38.97,Web
T0001333,2026-02-19,C0033,P003,1,18.99,0.0,18.99,Mobile
T0001334,2026-02-19,C0038,P006,3,24.99,0.0,74.97,Web
T0001335,2026-02-19,C0051,P004,5,79.99,0.0,399.95,Web
T0001336,2026-02-19,C0063,P003,3,18.99,0.1,51.27,Web
T0001337,2026-02-19,C0115,P005,2,34.99,0.0,69.98,Mobile
T0001338,2026-02-19,C0079,P005,2,34.99,0.0,69.98,Mobile
T0001339,2026-02-19,C0064,P002,4,6.49,0.15,22.07,Web
T0001340,2026-02-19,C0022,P005,1,34.99,0.1,31.49,Web
T0001341,2026-02-19,C0103,P003,4,18.99,0.05,72.16,Store
T0001342,2026-02-19,C0002,P001,2,12.99,0.0,25.98,Web
T0001343,2026-02-19,C0036,P008,2,14.99,0.0,29.98,Mobile
T0001344,2026-02-19,C0061,P001,1,12.99,0.15,11.04,Mobile
T0001345,2026-02-19,C0066,P008,5,14.99,0.0,74.95,Store
T0001346,2026-02-19,C0006,P007,2,29.99,0.1,53.98,Store
T0001347,2026-02-19,C0096,P003,1,18.99,0.05,18.04,Store
T0001348,2026-02-19,C0008,P004,1,79.99,0.0,79.99,Mobile
T0001349,2026-02-19,C0095,P005,3,34.99,0.05,99.72,Web
T0001350,2026-02-19,C0041,P005,4,34.99,0.0,139.96,Mobile
T0001351,2026-02-20,C0111,P001,1,12.99,0.0,12.99,Web
T0001352,2026-02-20,C0041,P004,2,79.99,0.1,143.98,Store
T0001353,2026-02-20,C0034,P005,3,34.99,0.1,94.47,Store
T0001354,2026-02-20,C0120,P001,1,12.99,0.0,12.99,Store
T0001355,2026-02-20,C0089,P005,1,34.99,0.1,31.49,Mobile
T0001356,2026-02-20,C0030,P004,2,79.99,0.0,159.98,Store
T0001357,2026-02-20,C0117,P003,2,18.99,0.15,32.28,Store
T0001358,2026-02-20,C0018,P004,1,79.99,0.0,79.99,Mobile
T0001359,2026-02-20,C0102,P008,4,14.99,0.0,59.96,Web
T0001360,2026-02-20,C0031,P006,2,24.99,0.05,47.48,Web
T0001361,2026-02-20,C0057,P001,2,12.99,0.1,23.38,Store
T0001362,2026-02-20,C0067,P008,3,14.99,0.05,42.72,Web
T0001363,2026-02-20,C0087,P001,4,12.99,0.0,51.96,Web
T0001364,2026-02-20,C0002,P008,2,14.99,0.0,29.98,Mobile
T0001365,2026-02-20,C0071,P003,1,18.99,0.0,18.99,Web
T0001366,2026-02-20,C0003,P007,1,29.99,0.1,26.99,Store
T0001367,2026-02-20,C0027,P004,4,79.99,0.0,319.96,Store
T0001368,2026-02-20,C0025,P001,3,12.99,0.05,37.02,Store
T0001369,2026-02-20,C0105,P004,1,79.99,0.05,75.99,Store
T0001370,2026-02-20,C0075,P008,3,14.99,0.05,42.72,Mobile
T0001371,2026-02-20,C0022,P007,1,29.99,0.0,29.99,Store
T0001372,2026-02-20,C0103,P003,4,18.99,0.0,75.96,Web
T0001373,2026-02-20,C0056,P006,1,24.99,0.0,24.99,Web
T0001374,2026-02-20,C0022,P004,2,79.99,0.0,159.98,Store
T0001375,2026-02-20,C0117,P002,2,6.49,0.05,12.33,Store
T0001376,2026-02-20,C0073,P002,1,6.49,0.0,6.49,Store
T0001377,2026-02-20,C0019,P001,2,12.99,0.0,25.98,Store
T0001378,2026-02-20,C0111,P007,1,29.99,0.05,28.49,Store
T0001379,2026-02-20,C0060,P004,2,79.99,0.0,159.98,Mobile
T0001380,2026-02-20,C0055,P008,1,14.99,0.05,14.24,Web
T0001381,2026-02-21,C0081,P001,1,12.99,0.05,12.34,Mobile
T0001382,2026-02-21,C0054,P004,1,79.99,0.05,75.99,Store
T0001383,2026-02-21,C0020,P004,3,79.99,0.0,239.97,Web
T0001384,2026-02-21,C0070,P002,1,6.49,0.0,6.49,Store
T0001385,2026-02-21,C0051,P006,1,24.99,0.0,24.99,Store
T0001386,2026-02-21,C0017,P001,1,12.99,0.0,12.99,Store
T0001387,2026-02-21,C0022,P007,1,29.99,0.05,28.49,Web
T0001388,2026-02-21,C0047,P006,1,24.99,0.0,24.99,Store
T0001389,2026-02-21,C0011,P001,1,12.99,0.1,11.69,Store
T0001390,2026-02-21,C0101,P008,4,14.99,0.0,59.96,Store
T0001391,2026-02-21,C0014,P001,2,12.99,0.05,24.68,Store
T0001392,2026-02-21,C0091,P004,3,79.99,0.05,227.97,Store
T0001393,2026-02-21,C0088,P005,4,34.99,0.0,139.96,Web
T0001394,2026-02-21,C0055,P007,2,29.99,0.0,59.98,Store
T0001395,2026-02-21,C0059,P003,1,18.99,0.0,18.99,Store
T0001396,2026-02-21,C0098,P003,2,18.99,0.05,36.08,Mobile
T0001397,2026-02-21,C0013,P006,1,24.99,0.0,24.99,Mobile
T0001398,2026-02-21,C0067,P003,2,18.99,0.0,37.98,Web
T0001399,2026-02-21,C0037,P005,2,34.99,0.15,59.48,Store
T0001400,2026-02-21,C0058,P008,2,14.99,0.0,29.98,Web
T0001401,2026-02-21,C0097,P005,3,34.99,0.0,104.97,Store
T0001402,2026-02-21,C0071,P004,1,79.99,0.0,79.99,Store
T0001403,2026-02-21,C0089,P008,2,14.99,0.0,29.98,Web
T0001404,2026-02-21,C0032,P003,6,18.99,0.1,102.55,Web
T0001405,2026-02-21,C0026,P004,3,79.99,0.05,227.97,Mobile
T0001406,2026-02-21,C0071,P006,2,24.99,0.15,42.48,Store
T0001407,2026-02-21,C0080,P003,1,18.99,0.0,18.99,Store
T0001408,2026-02-21,C0042,P006,2,24.99,0.05,47.48,Store
T0001409,2026-02-21,C0048,P005,1,34.99,0.05,33.24,Web
T0001410,2026-02-21,C0083,P004,4,79.99,0.0,319.96,Web
T0001411,2026-02-21,C0047,P001,3,12.99,0.0,38.97,Store
T0001412,2026-02-21,C0095,P004,2,79.99,0.0,159.98,Store
T0001413,2026-02-22,C0060,P004,2,79.99,0.05,151.98,Store
T0001414,2026-02-22,C0098,P003,2,18.99,0.0,37.98,Web
T0001415,2026-02-22,C0034,P008,1,14.99,0.0,14.99,Store
T0001416,2026-02-22,C0085,P001,2,12.99,0.05,24.68,Web
